date,route_id,sku_id,transport_mode,distance_km,cost,delivery_time_days
2025-03-09,R007,SKU009,Rail,427,6832,7
2025-04-05,R019,SKU006,Truck,836,8360,3
2025-04-18,R011,SKU002,Truck,469,6097,1
2025-02-25,R014,SKU002,Truck,131,1965,3
2025-02-18,R002,SKU017,Rail,335,5695,6
2025-01-15,R004,SKU011,Air,270,4860,2
2025-03-22,R013,SKU008,Air,654,12426,2
2025-04-18,R006,SKU012,Air,727,5816,8
2025-03-06,R004,SKU017,Truck,790,11850,9
2025-04-04,R006,SKU009,Truck,363,3267,2
2025-01-01,R001,SKU013,Truck,208,3536,7
2025-01-03,R016,SKU011,Rail,495,6435,2
2025-01-18,R001,SKU017,Air,165,1485,6
2025-01-21,R020,SKU005,Rail,986,8874,9
2025-03-03,R005,SKU004,Truck,197,3349,4
2025-02-19,R008,SKU019,Rail,466,2796,4
2025-01-29,R016,SKU003,Air,52,624,6
2025-02-09,R005,SKU012,Truck,52,416,8
2025-01-05,R010,SKU003,Air,489,5868,7
2025-02-07,R006,SKU007,Truck,926,12038,5
2025-02-06,R010,SKU006,Air,558,4464,9
2025-04-02,R018,SKU016,Air,461,3227,9
2025-03-06,R019,SKU003,Truck,953,17154,3
2025-02-05,R005,SKU016,Truck,877,5262,7
2025-04-12,R015,SKU007,Rail,91,637,8
2025-02-17,R008,SKU009,Air,82,1312,1
2025-03-31,R015,SKU018,Rail,752,7520,1
2025-01-18,R002,SKU019,Rail,906,12684,7
2025-01-17,R016,SKU015,Air,226,1582,6
2025-01-29,R011,SKU002,Rail,317,2536,8
2025-01-28,R018,SKU007,Truck,406,4060,2
2025-03-24,R011,SKU008,Truck,833,11662,1
2025-02-26,R012,SKU016,Truck,186,2604,6
2025-01-07,R017,SKU013,Rail,348,6264,1
2025-04-05,R005,SKU016,Rail,316,4424,5
2025-02-22,R010,SKU006,Air,561,2805,5
2025-04-08,R014,SKU011,Truck,104,1560,6
2025-04-08,R009,SKU019,Air,739,13302,7
2025-02-17,R009,SKU017,Rail,207,2691,6
2025-01-30,R020,SKU001,Air,274,1918,6
2025-02-16,R020,SKU017,Rail,623,6230,3
2025-04-29,R015,SKU012,Rail,286,5434,5
2025-03-27,R003,SKU017,Air,407,6105,1
2025-04-06,R005,SKU005,Air,103,1545,1
2025-01-30,R017,SKU013,Air,547,4376,9
2025-04-16,R018,SKU011,Truck,277,2493,2
2025-03-01,R011,SKU012,Truck,385,3080,7
2025-03-02,R014,SKU013,Air,656,7872,1
2025-04-14,R017,SKU019,Truck,236,4012,6
2025-02-16,R008,SKU013,Air,465,8370,4
2025-03-18,R002,SKU016,Rail,353,2118,1
2025-04-21,R014,SKU007,Air,823,13168,2
2025-02-22,R018,SKU001,Truck,653,5877,5
2025-04-13,R006,SKU015,Rail,774,9288,1
2025-02-28,R013,SKU013,Rail,939,10329,8
2025-04-21,R013,SKU011,Truck,837,4185,9
2025-03-07,R014,SKU011,Rail,246,2706,8
2025-04-05,R011,SKU016,Rail,896,7168,1
2025-01-07,R011,SKU012,Air,170,850,1
2025-03-04,R020,SKU015,Rail,394,2364,5
2025-02-05,R005,SKU019,Rail,680,11560,3
2025-03-24,R019,SKU016,Truck,283,5377,2
2025-03-20,R004,SKU019,Air,742,10388,9
2025-01-04,R019,SKU012,Air,745,9685,9
2025-02-23,R015,SKU016,Truck,740,4440,5
2025-01-07,R015,SKU016,Air,752,11280,6
2025-02-04,R006,SKU014,Air,579,11001,4
2025-01-16,R006,SKU003,Rail,751,3755,4
2025-01-05,R017,SKU016,Air,321,4173,5
2025-02-10,R005,SKU007,Truck,870,12180,9
2025-02-22,R007,SKU001,Truck,278,2780,6
2025-04-29,R008,SKU015,Truck,364,2548,6
2025-04-22,R016,SKU001,Rail,566,5094,9
2025-01-11,R007,SKU018,Truck,441,2205,1
2025-04-18,R001,SKU018,Air,599,11381,2
2025-04-17,R001,SKU017,Rail,216,3024,1
2025-03-19,R010,SKU019,Air,857,14569,6
2025-04-14,R009,SKU005,Rail,732,12444,1
2025-03-12,R008,SKU006,Rail,194,970,2
2025-02-22,R015,SKU007,Truck,618,4944,9
2025-03-19,R003,SKU015,Rail,858,12870,1
2025-04-18,R005,SKU004,Air,903,13545,8
2025-04-02,R006,SKU018,Air,887,15966,4
2025-04-12,R013,SKU004,Truck,125,1625,4
2025-01-03,R005,SKU011,Air,418,5016,9
2025-03-11,R006,SKU018,Rail,647,9058,9
2025-03-25,R015,SKU018,Air,923,4615,6
2025-02-03,R002,SKU020,Air,969,17442,3
2025-02-15,R001,SKU013,Rail,816,14688,1
2025-01-16,R011,SKU015,Air,784,12544,1
2025-01-03,R011,SKU011,Truck,480,7200,4
2025-02-25,R003,SKU016,Rail,629,8806,3
2025-01-26,R013,SKU015,Rail,659,6590,1
2025-01-26,R016,SKU008,Truck,593,5337,7
2025-01-12,R007,SKU016,Air,891,8910,5
2025-03-23,R003,SKU016,Air,180,1620,2
2025-02-28,R004,SKU001,Rail,798,5586,3
2025-04-02,R009,SKU010,Rail,718,10052,2
2025-02-22,R017,SKU018,Truck,522,7308,5
2025-03-14,R012,SKU012,Truck,170,2040,3
2025-01-07,R012,SKU020,Truck,249,4482,3
2025-04-27,R011,SKU003,Truck,66,726,9
2025-04-09,R007,SKU007,Air,799,4794,5
2025-04-16,R007,SKU014,Rail,299,4186,2
2025-04-01,R002,SKU013,Rail,319,1595,3
2025-04-18,R006,SKU017,Rail,334,6346,7
2025-01-23,R012,SKU016,Air,158,790,3
2025-02-14,R002,SKU001,Truck,317,4121,7
2025-03-30,R002,SKU010,Truck,790,8690,2
2025-01-04,R009,SKU014,Rail,264,3168,8
2025-04-03,R015,SKU009,Rail,315,1890,7
2025-01-18,R009,SKU007,Truck,397,2382,3
2025-04-19,R017,SKU010,Air,710,9230,1
2025-02-01,R006,SKU016,Rail,749,7490,6
2025-03-22,R002,SKU010,Truck,540,7020,6
2025-01-01,R009,SKU016,Truck,62,682,9
2025-01-01,R003,SKU003,Air,53,901,4
2025-02-22,R004,SKU010,Air,764,6112,1
2025-02-22,R020,SKU020,Truck,962,13468,1
2025-02-20,R015,SKU020,Rail,156,2028,8
2025-03-08,R017,SKU018,Rail,746,6714,8
2025-01-29,R020,SKU015,Rail,694,8328,6
2025-03-05,R003,SKU008,Truck,611,9776,3
2025-04-13,R002,SKU001,Air,478,3824,2
2025-01-10,R005,SKU013,Air,734,9542,1
2025-03-02,R001,SKU006,Rail,396,7524,8
2025-02-07,R017,SKU013,Rail,958,13412,6
2025-03-31,R020,SKU018,Air,94,1410,6
2025-01-11,R014,SKU008,Truck,775,4650,1
2025-04-11,R010,SKU011,Rail,125,1750,9
2025-04-08,R004,SKU004,Rail,710,12070,6
2025-03-17,R019,SKU007,Rail,199,3582,9
2025-04-25,R003,SKU004,Air,53,848,6
2025-03-11,R005,SKU009,Air,50,600,2
2025-02-21,R006,SKU010,Rail,174,3306,7
2025-04-21,R014,SKU006,Air,800,8800,6
2025-02-05,R002,SKU005,Air,91,728,7
2025-04-14,R017,SKU011,Air,892,8920,1
2025-04-04,R005,SKU008,Truck,952,11424,7
2025-01-11,R014,SKU012,Rail,558,2790,6
2025-01-31,R011,SKU011,Truck,805,6440,8
2025-03-11,R012,SKU013,Rail,507,5577,7
2025-03-15,R006,SKU018,Air,922,11064,2
2025-03-05,R019,SKU011,Air,832,9984,4
2025-02-12,R009,SKU017,Truck,626,7512,2
2025-02-24,R001,SKU013,Rail,91,1456,8
2025-04-17,R015,SKU009,Air,786,10218,3
2025-01-31,R012,SKU018,Rail,918,15606,1
2025-01-01,R007,SKU002,Rail,938,9380,4
2025-02-14,R020,SKU014,Air,826,4956,9
2025-01-16,R020,SKU019,Truck,644,6440,5
2025-01-06,R014,SKU005,Air,548,3288,9
2025-04-26,R012,SKU007,Truck,372,3348,2
2025-01-28,R019,SKU014,Truck,662,9268,8
2025-01-25,R001,SKU020,Truck,534,8010,9
2025-01-24,R008,SKU011,Truck,429,4719,4
2025-04-12,R012,SKU004,Truck,310,1550,6
2025-01-10,R014,SKU016,Rail,846,13536,6
2025-04-27,R005,SKU017,Rail,853,5118,8
2025-02-15,R007,SKU013,Truck,213,1917,9
2025-03-30,R014,SKU018,Air,210,1470,1
2025-02-07,R004,SKU008,Air,213,3195,1
2025-02-10,R008,SKU010,Rail,447,7599,3
2025-04-20,R003,SKU014,Truck,833,11662,4
2025-02-21,R004,SKU018,Rail,892,16948,7
2025-04-27,R018,SKU006,Rail,237,1422,1
2025-04-19,R013,SKU001,Truck,214,2354,1
2025-04-22,R010,SKU018,Truck,376,7144,3
2025-01-27,R005,SKU009,Truck,910,12740,1
2025-04-27,R003,SKU006,Truck,605,9075,8
2025-03-30,R011,SKU012,Rail,790,12640,8
2025-02-13,R009,SKU006,Truck,98,1568,2
2025-03-06,R003,SKU018,Truck,447,7599,2
2025-03-27,R015,SKU004,Truck,187,2431,2
2025-02-04,R010,SKU014,Truck,352,2112,1
2025-01-25,R016,SKU003,Air,414,4554,1
2025-03-30,R009,SKU016,Truck,829,5803,9
2025-04-22,R019,SKU005,Rail,990,5940,3
2025-04-24,R018,SKU012,Truck,843,6744,4
2025-03-02,R016,SKU008,Rail,222,1110,5
2025-01-31,R004,SKU012,Truck,636,8904,8
2025-04-27,R007,SKU009,Air,526,9468,2
2025-03-30,R008,SKU018,Rail,775,6975,7
2025-01-26,R014,SKU005,Rail,816,15504,3
2025-03-11,R008,SKU017,Truck,357,6426,8
2025-02-04,R005,SKU015,Air,307,2763,8
2025-04-15,R003,SKU005,Air,388,5044,1
2025-03-22,R003,SKU020,Truck,968,4840,6
2025-02-27,R014,SKU018,Air,410,3690,6
2025-04-24,R017,SKU001,Rail,669,11373,2
2025-03-27,R010,SKU012,Truck,431,8189,5
2025-03-06,R018,SKU008,Air,247,2717,1
2025-03-19,R004,SKU010,Rail,936,6552,9
2025-04-14,R010,SKU012,Truck,344,4128,1
2025-02-27,R006,SKU012,Air,696,11832,9
2025-02-24,R006,SKU013,Air,670,6700,9
2025-01-11,R003,SKU010,Air,652,7172,7
2025-04-11,R002,SKU015,Air,310,2480,7
2025-02-05,R005,SKU005,Air,910,13650,9
2025-04-16,R002,SKU018,Air,666,3996,3
2025-02-23,R002,SKU020,Air,83,581,2
2025-01-21,R007,SKU001,Air,266,2926,2
2025-04-24,R010,SKU010,Rail,329,5264,3
2025-03-06,R011,SKU001,Rail,689,9646,6
2025-02-03,R016,SKU006,Air,562,7306,7
2025-03-06,R009,SKU016,Truck,138,2070,6
2025-02-03,R012,SKU018,Rail,377,4901,4
2025-02-19,R014,SKU013,Truck,269,5111,4
2025-02-25,R014,SKU019,Rail,608,6080,3
2025-03-07,R011,SKU006,Truck,781,7810,9
2025-03-18,R015,SKU009,Rail,789,7890,4
2025-02-13,R018,SKU009,Rail,471,2355,9
2025-01-17,R012,SKU013,Rail,441,7497,9
2025-02-02,R010,SKU017,Rail,232,3248,5
2025-03-04,R003,SKU011,Truck,531,5310,4
2025-04-27,R001,SKU002,Truck,212,2120,9
2025-04-05,R012,SKU001,Truck,197,3743,3
2025-04-24,R003,SKU014,Rail,546,9282,1
2025-03-02,R002,SKU008,Air,255,4590,2
2025-01-15,R018,SKU010,Air,627,8151,7
2025-02-05,R010,SKU012,Air,946,16082,7
2025-04-03,R009,SKU006,Rail,432,6480,3
2025-04-06,R003,SKU013,Truck,591,9456,6
2025-04-24,R020,SKU002,Truck,658,3290,5
2025-01-29,R004,SKU009,Rail,601,6611,6
2025-04-20,R017,SKU009,Air,858,16302,2
2025-03-09,R011,SKU015,Truck,924,15708,7
2025-02-27,R016,SKU013,Truck,774,4644,2
2025-02-06,R005,SKU005,Rail,823,13168,8
2025-02-01,R013,SKU005,Air,250,2000,8
2025-01-16,R019,SKU011,Rail,300,3000,7
2025-03-17,R010,SKU008,Truck,918,15606,2
2025-01-12,R002,SKU011,Air,101,1111,8
2025-02-04,R020,SKU017,Rail,71,923,7
2025-04-19,R014,SKU012,Truck,411,6165,5
2025-04-27,R020,SKU005,Rail,861,4305,2
2025-03-27,R010,SKU006,Truck,794,4764,3
2025-02-11,R009,SKU008,Air,909,8181,3
2025-04-07,R020,SKU002,Truck,879,14064,2
2025-04-21,R016,SKU018,Truck,253,1518,5
2025-04-18,R004,SKU005,Rail,841,15138,1
2025-03-21,R017,SKU010,Air,232,1856,3
2025-03-06,R008,SKU012,Rail,853,9383,4
2025-01-11,R010,SKU003,Truck,634,5706,2
2025-01-22,R012,SKU018,Rail,650,3900,1
2025-02-24,R018,SKU008,Air,111,888,9
2025-04-07,R019,SKU010,Air,973,13622,3
2025-04-17,R014,SKU003,Rail,812,12180,6
2025-02-27,R009,SKU009,Air,107,535,4
2025-03-09,R016,SKU019,Rail,642,4494,6
2025-04-13,R003,SKU005,Air,666,4662,3
2025-03-21,R013,SKU020,Rail,466,6990,2
2025-01-27,R018,SKU003,Rail,284,3976,3
2025-03-17,R017,SKU012,Truck,764,8404,9
2025-02-16,R007,SKU009,Air,332,5644,2
2025-04-01,R018,SKU007,Air,321,6099,7
2025-04-04,R003,SKU004,Rail,628,6908,3
2025-03-15,R004,SKU017,Rail,579,5790,7
2025-01-16,R012,SKU003,Rail,684,4788,5
2025-02-04,R007,SKU009,Truck,710,3550,9
2025-04-04,R002,SKU015,Air,543,5973,2
2025-04-30,R001,SKU018,Truck,399,2793,2
2025-01-26,R002,SKU018,Air,66,792,2
2025-03-11,R017,SKU008,Truck,873,8730,5
2025-01-16,R002,SKU006,Air,116,2204,9
2025-01-19,R013,SKU010,Air,202,3232,4
2025-01-15,R013,SKU013,Rail,555,5550,2
2025-03-12,R001,SKU003,Air,566,8490,7
2025-01-31,R001,SKU016,Truck,547,2735,6
2025-04-02,R004,SKU005,Truck,960,8640,7
2025-04-23,R006,SKU020,Truck,585,6435,7
2025-04-30,R013,SKU007,Air,743,11888,2
2025-04-14,R016,SKU019,Rail,897,17043,9
2025-03-07,R019,SKU014,Air,231,1848,8
2025-02-04,R005,SKU003,Air,926,5556,6
2025-04-13,R009,SKU004,Rail,639,7668,6
2025-04-26,R004,SKU002,Air,340,5780,4
2025-03-09,R011,SKU015,Air,98,1862,9
2025-03-26,R010,SKU003,Truck,970,5820,6
2025-01-19,R006,SKU008,Rail,921,9210,9
2025-03-12,R016,SKU013,Rail,865,6920,6
2025-01-30,R004,SKU004,Rail,372,5208,6
2025-01-27,R013,SKU018,Air,149,1788,3
2025-04-18,R011,SKU013,Truck,885,13275,8
2025-04-24,R004,SKU003,Truck,194,2134,2
2025-03-10,R013,SKU001,Air,814,8140,8
2025-01-08,R004,SKU012,Air,301,3010,2
2025-01-06,R004,SKU018,Truck,474,8058,3
2025-01-12,R005,SKU016,Rail,308,5236,5
2025-02-08,R016,SKU013,Rail,255,4590,2
2025-01-13,R009,SKU014,Truck,650,5850,7
2025-03-12,R010,SKU016,Truck,170,1700,3
2025-01-24,R010,SKU017,Air,645,9030,2
2025-01-21,R004,SKU001,Air,389,3890,6
2025-03-01,R019,SKU017,Truck,578,2890,3
2025-04-20,R004,SKU002,Air,940,14100,2
2025-02-03,R015,SKU012,Truck,380,4180,9
2025-04-21,R010,SKU003,Rail,432,7344,6
2025-03-24,R009,SKU009,Truck,126,1764,6
2025-02-22,R002,SKU020,Air,836,5852,3
2025-02-01,R017,SKU014,Truck,970,17460,7
2025-01-12,R020,SKU017,Rail,934,5604,1
2025-04-17,R012,SKU004,Rail,977,8793,4
2025-04-09,R008,SKU015,Rail,743,11145,3
2025-03-11,R007,SKU008,Air,142,710,6
2025-04-23,R004,SKU013,Rail,513,3591,7
2025-02-19,R004,SKU013,Air,209,1881,2
2025-03-21,R016,SKU018,Rail,557,6684,7
2025-03-04,R002,SKU009,Rail,845,11830,7
2025-01-25,R006,SKU006,Rail,418,3344,4
2025-01-19,R008,SKU016,Air,176,1408,1
2025-03-09,R019,SKU012,Rail,887,7096,6
2025-02-04,R001,SKU003,Truck,568,7384,1
2025-02-09,R003,SKU018,Truck,344,5504,5
2025-02-14,R003,SKU011,Truck,485,7760,6
2025-02-23,R002,SKU015,Air,461,7837,2
2025-04-20,R005,SKU002,Truck,764,12988,4
2025-01-23,R016,SKU008,Truck,827,4962,2
2025-02-22,R004,SKU016,Rail,741,5187,9
2025-03-13,R008,SKU020,Rail,385,3850,2
2025-04-14,R004,SKU019,Air,409,5317,1
2025-03-22,R020,SKU007,Rail,201,1809,1
2025-01-18,R019,SKU014,Rail,810,13770,7
2025-03-05,R007,SKU002,Rail,386,6948,5
2025-04-11,R004,SKU009,Rail,384,6912,2
2025-01-10,R020,SKU016,Rail,730,6570,3
2025-03-30,R001,SKU001,Rail,745,6705,7
2025-01-24,R011,SKU015,Truck,98,1078,1
2025-03-09,R010,SKU002,Truck,379,5306,6
2025-02-22,R008,SKU010,Air,901,10812,3
2025-03-12,R006,SKU012,Air,701,6309,1
2025-01-31,R020,SKU009,Truck,770,5390,3
2025-03-13,R015,SKU008,Air,119,2142,8
2025-02-04,R010,SKU010,Air,302,1812,9
2025-01-01,R018,SKU010,Air,338,5408,5
2025-02-26,R020,SKU011,Rail,799,15181,2
2025-03-30,R019,SKU004,Truck,644,10948,7
2025-01-12,R005,SKU002,Rail,712,7832,3
2025-03-08,R018,SKU004,Truck,84,1260,3
2025-03-10,R020,SKU007,Truck,772,5404,1
2025-03-13,R005,SKU020,Air,965,4825,4
2025-02-19,R002,SKU006,Air,426,2556,4
2025-03-25,R011,SKU016,Truck,204,2244,1
2025-01-13,R003,SKU008,Rail,425,5100,5
2025-04-20,R011,SKU019,Air,170,850,1
2025-02-15,R002,SKU018,Rail,931,7448,7
2025-01-17,R016,SKU016,Truck,251,2761,9
2025-02-24,R017,SKU016,Air,844,10972,8
2025-03-21,R020,SKU016,Truck,132,1848,2
2025-01-03,R002,SKU007,Truck,414,3312,2
2025-01-07,R007,SKU018,Truck,346,6228,1
2025-03-07,R014,SKU018,Air,625,6250,9
2025-03-24,R005,SKU008,Rail,142,2130,5
2025-04-30,R004,SKU007,Rail,704,7040,1
2025-02-23,R017,SKU005,Truck,844,4220,3
2025-03-09,R012,SKU017,Rail,555,6105,2
2025-03-16,R012,SKU004,Truck,905,5430,9
2025-02-02,R019,SKU006,Truck,729,7290,4
2025-01-03,R002,SKU013,Truck,742,14098,8
2025-03-17,R019,SKU008,Truck,763,6867,7
2025-04-01,R010,SKU007,Air,947,15152,7
2025-04-16,R012,SKU008,Truck,903,11739,4
2025-01-03,R007,SKU004,Air,323,1615,6
2025-04-09,R013,SKU003,Truck,366,2196,3
2025-01-17,R016,SKU016,Rail,970,4850,4
2025-04-26,R018,SKU011,Truck,589,7657,5
2025-01-24,R003,SKU014,Rail,885,7965,5
2025-04-14,R011,SKU009,Truck,733,11728,6
2025-03-25,R011,SKU002,Air,582,2910,1
2025-01-17,R014,SKU004,Truck,976,7808,6
2025-02-19,R006,SKU013,Air,438,4380,8
2025-01-18,R006,SKU007,Rail,377,4901,8
2025-01-30,R004,SKU005,Air,954,10494,1
2025-04-25,R019,SKU012,Truck,487,9253,2
2025-01-20,R018,SKU012,Truck,238,4522,4
2025-03-25,R020,SKU012,Truck,661,11898,5
2025-01-18,R001,SKU006,Rail,963,6741,2
2025-03-20,R008,SKU003,Air,700,12600,1
2025-02-16,R008,SKU011,Air,965,15440,5
2025-01-28,R016,SKU016,Rail,999,9990,7
2025-03-09,R009,SKU002,Air,103,1854,1
2025-03-04,R013,SKU017,Rail,811,13787,7
2025-01-03,R007,SKU015,Rail,566,6792,5
2025-04-23,R007,SKU008,Air,435,6525,3
2025-01-28,R012,SKU003,Air,523,5230,6
2025-01-19,R009,SKU009,Rail,571,7994,1
2025-03-23,R007,SKU010,Air,871,8710,3
2025-03-04,R011,SKU009,Rail,92,1656,5
2025-01-19,R018,SKU017,Rail,703,9842,1
2025-01-11,R010,SKU002,Truck,946,17028,4
2025-01-21,R005,SKU005,Rail,106,1378,5
2025-03-11,R015,SKU016,Rail,549,3843,4
2025-01-13,R013,SKU019,Rail,209,2090,1
2025-01-05,R018,SKU008,Rail,957,12441,4
2025-02-28,R016,SKU010,Truck,349,6631,7
2025-04-03,R002,SKU015,Air,769,11535,6
2025-03-14,R018,SKU002,Truck,350,4200,1
2025-03-29,R016,SKU001,Rail,220,1100,6
2025-03-17,R011,SKU016,Rail,499,2495,1
2025-01-20,R006,SKU004,Air,316,1896,1
2025-04-08,R006,SKU013,Air,143,1144,7
2025-03-03,R017,SKU018,Truck,678,12204,9
2025-01-13,R001,SKU006,Truck,949,17082,2
2025-02-17,R006,SKU003,Rail,302,5738,1
2025-04-17,R018,SKU010,Rail,814,5698,9
2025-04-16,R005,SKU020,Rail,426,5538,6
2025-03-07,R011,SKU009,Rail,163,978,7
2025-02-28,R008,SKU004,Truck,850,6800,2
2025-03-05,R010,SKU019,Rail,667,8671,6
2025-02-08,R001,SKU006,Rail,694,4858,8
2025-03-04,R007,SKU014,Truck,701,3505,2
2025-03-07,R020,SKU017,Air,123,2337,1
2025-03-29,R008,SKU011,Air,587,9392,3
2025-02-26,R005,SKU015,Rail,950,4750,2
2025-04-07,R009,SKU018,Truck,143,1287,4
2025-04-19,R013,SKU002,Truck,814,9768,4
2025-03-11,R014,SKU011,Truck,219,3066,4
2025-03-30,R009,SKU003,Truck,941,8469,1
2025-01-11,R005,SKU008,Rail,570,5700,3
2025-04-13,R012,SKU018,Air,828,4968,5
2025-03-15,R013,SKU013,Air,330,5610,9
2025-03-05,R003,SKU006,Air,717,5736,4
2025-02-10,R020,SKU004,Truck,263,3156,1
2025-01-05,R008,SKU004,Truck,450,5400,8
2025-03-05,R010,SKU005,Rail,685,7535,5
2025-03-20,R012,SKU005,Rail,313,4695,1
2025-04-09,R011,SKU016,Truck,571,3426,4
2025-03-16,R011,SKU020,Air,582,9312,5
2025-03-28,R018,SKU012,Rail,854,16226,1
2025-04-24,R006,SKU006,Truck,476,6188,6
2025-03-06,R003,SKU016,Rail,564,3948,8
2025-02-23,R019,SKU002,Air,775,13950,7
2025-01-04,R007,SKU019,Air,512,4096,5
2025-04-28,R012,SKU001,Truck,260,1560,7
2025-03-16,R020,SKU011,Rail,192,2496,7
2025-01-25,R003,SKU017,Rail,284,3976,6
2025-04-20,R013,SKU011,Truck,223,2007,4
2025-04-04,R014,SKU004,Rail,461,5071,5
2025-02-08,R015,SKU017,Truck,617,6787,2
2025-03-16,R004,SKU014,Air,585,10530,4
2025-03-08,R020,SKU003,Rail,133,798,8
2025-02-05,R019,SKU019,Truck,921,15657,5
2025-04-11,R004,SKU013,Truck,481,7696,5
2025-01-28,R006,SKU009,Truck,202,2424,3
2025-01-02,R002,SKU006,Air,388,6596,1
2025-04-27,R009,SKU008,Air,534,6408,9
2025-01-16,R012,SKU016,Truck,938,14070,2
2025-01-13,R018,SKU003,Air,220,1980,3
2025-01-29,R015,SKU002,Truck,685,13015,5
2025-03-26,R017,SKU016,Rail,888,15984,2
2025-01-28,R018,SKU014,Truck,285,1425,9
2025-03-11,R007,SKU005,Air,490,2940,4
2025-01-11,R006,SKU005,Air,788,14184,3
2025-01-25,R020,SKU002,Truck,819,13104,4
2025-04-01,R014,SKU003,Truck,919,7352,1
2025-04-09,R003,SKU012,Air,287,2583,7
2025-04-07,R012,SKU014,Truck,780,9360,2
2025-01-12,R020,SKU013,Air,673,4711,5
2025-04-08,R008,SKU006,Truck,664,5976,6
2025-04-15,R010,SKU012,Air,306,4284,9
2025-03-21,R010,SKU019,Air,63,441,4
2025-02-09,R020,SKU001,Air,184,2944,3
2025-04-29,R008,SKU005,Air,676,12168,4
2025-03-12,R002,SKU014,Rail,908,9080,9
2025-04-18,R012,SKU009,Rail,567,8505,6
2025-03-24,R006,SKU020,Rail,994,4970,7
2025-03-22,R011,SKU010,Rail,63,1197,3
2025-03-03,R015,SKU018,Rail,131,1048,9
2025-03-30,R005,SKU017,Truck,335,6030,4
2025-03-16,R007,SKU016,Air,961,9610,4
2025-03-15,R015,SKU011,Air,97,1067,2
2025-03-12,R009,SKU014,Rail,397,3970,6
2025-03-02,R012,SKU018,Rail,647,8411,2
2025-02-26,R009,SKU015,Rail,875,5250,5
2025-02-12,R002,SKU013,Truck,120,1920,7
2025-01-12,R005,SKU007,Air,920,9200,7
2025-04-27,R002,SKU002,Air,762,4572,8
2025-02-01,R019,SKU012,Air,215,2795,3
2025-02-10,R007,SKU005,Air,302,4228,6
2025-01-27,R007,SKU019,Rail,619,9904,8
2025-04-30,R014,SKU018,Rail,305,4270,6
2025-03-06,R006,SKU013,Rail,791,12656,9
2025-03-25,R003,SKU007,Air,787,14953,2
2025-04-06,R001,SKU001,Rail,828,5796,6
2025-03-15,R006,SKU012,Air,418,2090,4
2025-01-01,R017,SKU001,Air,686,9604,2
2025-02-01,R016,SKU016,Air,843,10116,7
2025-03-15,R009,SKU004,Truck,568,4544,1
2025-04-01,R016,SKU012,Truck,958,12454,8
2025-02-02,R005,SKU003,Air,65,780,1
2025-02-22,R006,SKU003,Air,66,990,2
2025-01-21,R012,SKU017,Truck,250,4750,5
2025-01-23,R018,SKU011,Truck,304,4864,2
2025-01-13,R016,SKU020,Rail,257,1799,2
2025-02-01,R013,SKU011,Rail,912,4560,1
2025-02-16,R004,SKU003,Rail,317,3804,5
2025-02-13,R011,SKU014,Rail,906,16308,2
2025-04-09,R008,SKU018,Rail,869,15642,3
2025-03-25,R006,SKU004,Rail,205,3280,9
2025-04-09,R014,SKU001,Air,358,5728,4
2025-01-25,R005,SKU020,Air,903,9030,7
2025-01-09,R003,SKU011,Truck,767,6903,5
2025-02-22,R001,SKU006,Air,734,9542,3
2025-04-12,R008,SKU020,Rail,247,3952,7
2025-04-02,R007,SKU016,Truck,617,4319,4
2025-03-04,R011,SKU009,Air,712,13528,1
2025-04-08,R015,SKU001,Rail,214,1926,1
2025-02-16,R016,SKU007,Rail,977,11724,4
2025-01-01,R007,SKU019,Rail,560,10640,3
2025-03-05,R004,SKU018,Rail,373,5595,7
2025-04-19,R010,SKU014,Truck,887,15966,9
2025-04-12,R019,SKU011,Truck,554,3878,1
2025-03-21,R014,SKU012,Rail,877,6139,8
2025-03-13,R016,SKU018,Air,871,5226,7
2025-04-03,R011,SKU010,Air,529,6348,3
2025-02-01,R017,SKU010,Air,402,7236,7
2025-03-21,R018,SKU011,Truck,143,858,6
2025-02-03,R008,SKU006,Rail,230,1840,6
2025-04-03,R008,SKU020,Rail,834,10842,5
2025-01-27,R018,SKU003,Rail,853,11942,2
2025-02-14,R014,SKU017,Rail,644,3864,7
2025-01-08,R016,SKU018,Truck,860,4300,2
2025-03-24,R014,SKU018,Truck,409,7771,1
2025-01-21,R006,SKU011,Air,900,14400,7
2025-04-30,R019,SKU010,Truck,994,12922,8
2025-04-25,R001,SKU004,Rail,322,6118,6
2025-04-28,R003,SKU005,Rail,301,5719,7
2025-01-11,R014,SKU010,Air,287,1435,4
2025-03-11,R005,SKU020,Rail,632,12008,5
2025-04-27,R001,SKU018,Air,571,9707,8
2025-01-19,R018,SKU010,Truck,943,12259,4
2025-01-27,R014,SKU012,Rail,147,2058,2
2025-02-07,R017,SKU002,Rail,529,3174,2
2025-03-26,R011,SKU014,Rail,944,6608,8
2025-04-24,R004,SKU003,Truck,54,540,4
2025-04-01,R020,SKU007,Truck,919,14704,8
2025-03-30,R014,SKU017,Truck,384,4224,2
2025-02-13,R007,SKU011,Air,356,4628,7
2025-04-20,R010,SKU012,Air,470,5170,7
2025-02-07,R002,SKU020,Truck,542,6504,5
2025-04-29,R014,SKU003,Air,810,8910,1
2025-04-15,R018,SKU007,Truck,156,2184,2
2025-01-07,R019,SKU004,Rail,329,3948,8
2025-03-26,R013,SKU011,Rail,333,5661,2
