date,sku_id,supplier,order_qty,lead_time_days,cost
2025-04-14,SKU018,SUP05,191,13,7449
2025-03-06,SKU012,SUP03,291,13,9312
2025-04-29,SKU004,SUP01,156,10,6396
2025-04-19,SKU006,SUP04,344,5,15136
2025-03-20,SKU011,SUP02,186,3,8370
2025-03-28,SKU002,SUP05,388,7,17848
2025-04-26,SKU017,SUP04,417,3,10842
2025-03-08,SKU016,SUP04,220,14,9900
2025-04-01,SKU016,SUP01,143,6,5148
2025-04-07,SKU017,SUP03,342,9,16758
2025-01-18,SKU020,SUP02,332,14,9296
2025-02-13,SKU013,SUP05,176,9,5808
2025-04-13,SKU002,SUP04,227,14,9761
2025-04-23,SKU005,SUP05,397,4,8734
2025-03-18,SKU013,SUP02,256,4,11776
2025-04-02,SKU016,SUP04,150,7,3900
2025-02-10,SKU005,SUP02,283,11,13018
2025-02-21,SKU020,SUP05,402,4,8442
2025-02-28,SKU014,SUP02,232,14,6728
2025-03-02,SKU018,SUP04,322,8,9982
2025-01-24,SKU001,SUP04,290,9,8120
2025-04-26,SKU015,SUP04,464,8,10672
2025-03-15,SKU003,SUP05,360,6,13680
2025-01-15,SKU007,SUP05,441,5,19404
2025-03-03,SKU016,SUP02,134,3,3484
2025-04-08,SKU010,SUP01,275,14,12650
2025-04-24,SKU006,SUP03,418,3,11286
2025-03-26,SKU009,SUP03,453,9,13590
2025-01-23,SKU013,SUP02,466,7,12116
2025-04-02,SKU006,SUP01,175,5,6125
2025-01-20,SKU009,SUP02,417,10,18765
2025-02-07,SKU003,SUP04,460,11,13800
2025-04-12,SKU002,SUP01,406,4,12586
2025-02-22,SKU011,SUP02,288,9,6336
2025-04-18,SKU004,SUP02,421,14,19787
2025-04-17,SKU014,SUP02,352,14,16896
2025-01-02,SKU002,SUP01,402,8,11658
2025-01-26,SKU020,SUP01,196,9,5880
2025-04-18,SKU015,SUP01,388,8,16684
2025-01-23,SKU003,SUP04,346,8,9342
2025-04-26,SKU015,SUP01,448,9,12544
2025-01-16,SKU001,SUP02,182,9,5096
2025-03-03,SKU017,SUP03,241,4,9640
2025-03-04,SKU014,SUP02,403,9,18941
2025-03-25,SKU006,SUP03,189,8,4914
2025-02-26,SKU017,SUP02,470,14,18800
2025-02-23,SKU007,SUP04,439,5,19316
2025-02-05,SKU011,SUP04,417,5,15846
2025-03-02,SKU011,SUP05,475,3,11875
2025-04-28,SKU016,SUP02,209,10,8778
2025-04-24,SKU017,SUP04,341,5,16709
2025-01-15,SKU002,SUP01,103,3,2781
2025-02-21,SKU014,SUP02,366,13,15738
2025-03-29,SKU014,SUP04,115,12,2990
2025-01-16,SKU004,SUP04,303,4,7575
2025-03-25,SKU015,SUP03,356,7,11036
2025-02-16,SKU019,SUP03,140,7,4480
2025-04-21,SKU016,SUP05,293,4,8790
2025-03-03,SKU016,SUP01,125,5,5875
2025-03-02,SKU001,SUP02,497,8,13916
2025-03-01,SKU009,SUP04,411,5,8631
2025-04-07,SKU009,SUP05,408,14,14280
2025-02-20,SKU010,SUP02,286,7,9438
2025-04-01,SKU015,SUP04,102,11,4896
2025-01-01,SKU001,SUP03,169,13,8281
2025-02-19,SKU014,SUP01,315,13,9135
2025-03-04,SKU010,SUP05,479,3,10538
2025-01-14,SKU016,SUP02,343,8,6860
2025-03-25,SKU005,SUP04,292,12,8176
2025-04-26,SKU008,SUP05,159,4,5406
2025-04-20,SKU019,SUP02,492,5,24108
2025-04-20,SKU008,SUP05,353,9,8119
2025-02-09,SKU004,SUP05,353,3,15885
2025-04-14,SKU007,SUP03,184,8,6624
2025-02-25,SKU005,SUP02,234,12,7488
2025-03-25,SKU015,SUP02,455,7,15015
2025-02-26,SKU015,SUP04,241,6,6025
2025-03-12,SKU013,SUP01,256,3,5888
2025-03-24,SKU020,SUP05,224,11,4704
2025-03-03,SKU020,SUP02,445,6,19580
2025-03-03,SKU017,SUP01,350,12,16100
2025-01-25,SKU014,SUP04,160,12,4960
2025-04-23,SKU019,SUP04,355,3,12070
2025-03-26,SKU006,SUP03,387,8,15093
2025-04-12,SKU006,SUP04,310,13,13950
2025-01-07,SKU002,SUP04,489,7,23961
2025-03-27,SKU009,SUP03,483,14,23184
2025-03-05,SKU018,SUP04,244,14,7808
2025-04-29,SKU017,SUP02,237,11,8769
2025-03-05,SKU017,SUP04,178,13,8188
2025-02-27,SKU019,SUP05,426,13,11502
2025-04-26,SKU016,SUP03,187,7,8415
2025-02-08,SKU016,SUP04,320,3,12160
2025-03-01,SKU015,SUP01,242,13,9438
2025-04-04,SKU015,SUP03,271,13,6775
2025-04-26,SKU005,SUP03,394,11,14578
2025-04-20,SKU004,SUP04,255,5,12495
2025-02-27,SKU006,SUP03,306,14,14994
2025-03-17,SKU002,SUP01,134,3,4422
2025-03-01,SKU013,SUP05,284,7,7384
2025-04-20,SKU016,SUP02,241,3,6025
2025-03-02,SKU010,SUP02,138,3,6348
2025-02-25,SKU014,SUP02,460,5,22540
2025-01-25,SKU011,SUP03,282,12,6486
2025-02-06,SKU004,SUP05,108,14,4536
2025-02-15,SKU016,SUP03,365,9,14600
2025-03-31,SKU013,SUP03,286,13,6292
2025-01-07,SKU010,SUP01,359,12,17591
2025-01-08,SKU020,SUP01,104,3,2912
2025-01-08,SKU007,SUP05,410,5,11070
2025-03-10,SKU005,SUP01,466,12,21436
2025-04-14,SKU007,SUP01,191,6,7449
2025-01-28,SKU018,SUP04,461,5,20745
2025-01-31,SKU005,SUP04,282,7,6768
2025-01-04,SKU006,SUP02,318,8,13038
2025-01-01,SKU016,SUP03,457,6,16909
2025-03-11,SKU017,SUP04,280,8,10360
2025-01-10,SKU020,SUP04,359,12,17591
2025-01-05,SKU004,SUP03,435,7,19575
2025-03-24,SKU006,SUP05,362,12,9412
2025-03-27,SKU014,SUP04,141,6,5781
2025-02-26,SKU011,SUP04,103,8,4223
2025-04-03,SKU003,SUP05,311,5,10574
2025-04-25,SKU020,SUP05,455,8,21840
2025-03-20,SKU004,SUP02,498,14,13446
2025-04-18,SKU009,SUP04,205,13,4305
2025-01-30,SKU004,SUP05,188,7,8272
2025-03-14,SKU008,SUP05,337,14,7077
2025-03-26,SKU017,SUP02,306,13,6426
2025-01-28,SKU011,SUP05,269,9,11029
2025-03-19,SKU013,SUP05,389,12,7780
2025-03-06,SKU003,SUP03,470,11,15040
2025-04-28,SKU004,SUP04,378,8,7938
2025-02-10,SKU018,SUP04,189,3,3780
2025-01-25,SKU020,SUP01,406,5,17052
2025-03-27,SKU017,SUP03,348,6,16008
2025-04-02,SKU013,SUP04,102,7,2754
2025-03-06,SKU018,SUP05,432,3,13824
2025-04-06,SKU013,SUP03,369,7,10701
2025-03-13,SKU006,SUP03,474,5,14694
2025-04-27,SKU007,SUP02,349,6,12913
2025-02-24,SKU003,SUP01,233,3,6757
2025-04-14,SKU017,SUP03,198,5,5148
2025-01-22,SKU011,SUP04,245,7,10045
2025-02-03,SKU014,SUP01,231,14,9009
2025-01-20,SKU017,SUP03,346,6,12802
2025-01-24,SKU001,SUP05,419,11,10056
2025-01-18,SKU013,SUP04,390,9,9750
2025-04-01,SKU011,SUP01,279,14,10602
2025-04-13,SKU010,SUP05,444,14,10212
2025-01-17,SKU005,SUP01,352,3,12672
2025-04-07,SKU002,SUP01,314,13,11932
2025-01-09,SKU020,SUP03,167,8,5177
2025-03-14,SKU015,SUP05,178,3,8544
2025-01-05,SKU005,SUP01,200,7,6600
2025-02-03,SKU009,SUP03,167,9,7515
2025-02-07,SKU014,SUP05,126,13,5040
2025-03-19,SKU007,SUP05,373,11,7833
2025-02-10,SKU011,SUP04,393,3,9432
2025-02-23,SKU014,SUP01,236,5,11328
2025-02-21,SKU008,SUP02,363,9,10164
2025-04-06,SKU005,SUP02,344,4,11008
2025-02-13,SKU015,SUP05,114,11,4788
2025-03-28,SKU001,SUP01,170,14,6290
2025-02-01,SKU001,SUP03,112,6,5264
2025-01-09,SKU016,SUP03,422,3,8862
2025-02-01,SKU009,SUP01,484,11,17424
2025-04-16,SKU020,SUP05,331,7,7944
2025-03-09,SKU008,SUP01,362,7,10498
2025-02-01,SKU017,SUP04,169,12,5915
2025-02-23,SKU010,SUP04,421,3,9262
2025-01-13,SKU012,SUP01,365,8,10220
2025-03-06,SKU012,SUP05,451,3,9471
2025-04-20,SKU002,SUP03,215,8,5160
2025-01-02,SKU009,SUP05,333,10,14652
2025-02-07,SKU005,SUP05,309,13,12051
2025-02-19,SKU002,SUP04,171,6,8037
2025-04-04,SKU020,SUP04,428,11,13268
2025-01-14,SKU003,SUP03,167,3,7682
2025-01-09,SKU016,SUP01,271,8,11653
2025-02-22,SKU016,SUP04,483,12,15939
2025-01-17,SKU003,SUP04,403,13,17732
2025-04-30,SKU014,SUP02,362,14,7964
2025-04-12,SKU020,SUP04,118,4,2714
2025-04-08,SKU007,SUP01,305,13,10980
2025-04-11,SKU014,SUP01,259,14,12173
2025-02-21,SKU002,SUP04,290,3,8410
2025-01-01,SKU001,SUP04,163,7,5379
2025-03-11,SKU007,SUP02,154,11,6776
2025-01-03,SKU004,SUP01,218,8,9592
2025-04-29,SKU011,SUP03,456,6,9120
2025-03-19,SKU020,SUP03,200,6,9200
2025-03-28,SKU006,SUP03,431,12,20688
2025-03-05,SKU014,SUP01,257,9,10280
2025-03-06,SKU017,SUP04,273,10,10101
2025-04-26,SKU013,SUP04,475,7,10450
2025-04-19,SKU015,SUP04,134,13,2814
2025-02-05,SKU006,SUP04,404,9,14948
2025-03-01,SKU010,SUP01,320,9,7360
2025-02-28,SKU019,SUP02,362,5,9774
2025-01-11,SKU016,SUP04,150,9,6300
2025-02-01,SKU009,SUP02,346,8,7612
2025-04-26,SKU008,SUP01,433,10,12990
2025-04-16,SKU010,SUP03,388,7,12804
2025-04-29,SKU020,SUP01,423,6,15651
2025-01-27,SKU019,SUP03,300,9,6300
2025-03-14,SKU006,SUP04,275,4,13200
2025-02-17,SKU003,SUP04,134,13,4020
2025-03-28,SKU016,SUP05,215,10,6450
2025-04-17,SKU018,SUP03,109,14,2507
2025-03-01,SKU010,SUP05,274,7,11508
2025-02-25,SKU006,SUP03,289,3,9537
2025-01-11,SKU014,SUP05,400,14,18000
2025-02-01,SKU019,SUP02,496,6,15872
2025-02-05,SKU009,SUP02,246,6,10086
2025-04-28,SKU007,SUP01,401,11,14035
2025-03-07,SKU014,SUP04,102,5,3060
2025-03-10,SKU016,SUP05,383,9,18767
2025-03-03,SKU019,SUP01,419,13,12989
2025-04-01,SKU008,SUP01,471,9,14601
2025-04-15,SKU012,SUP03,271,13,12737
2025-02-07,SKU008,SUP03,102,8,2856
2025-02-10,SKU006,SUP05,292,5,6424
2025-03-17,SKU004,SUP05,147,13,3969
2025-01-27,SKU009,SUP04,257,9,12336
2025-01-26,SKU015,SUP03,428,12,15408
2025-03-14,SKU003,SUP01,243,12,8748
2025-04-06,SKU004,SUP04,344,8,16168
2025-03-14,SKU009,SUP02,209,6,4598
2025-02-05,SKU001,SUP02,135,12,3105
2025-01-21,SKU017,SUP03,492,13,21156
2025-04-30,SKU015,SUP04,195,14,7800
2025-04-18,SKU018,SUP04,105,8,2625
2025-04-21,SKU002,SUP01,298,13,14602
2025-01-28,SKU016,SUP01,279,4,10881
2025-03-19,SKU011,SUP03,101,4,3333
2025-02-25,SKU005,SUP04,273,8,7371
2025-02-08,SKU007,SUP04,192,9,5952
2025-01-27,SKU016,SUP03,138,10,2760
2025-04-19,SKU019,SUP01,347,4,9022
2025-02-23,SKU017,SUP04,441,11,16758
2025-01-28,SKU004,SUP01,266,3,12236
2025-01-20,SKU015,SUP01,378,9,17766
2025-04-25,SKU011,SUP01,327,12,7521
2025-03-23,SKU017,SUP03,268,14,12060
2025-01-06,SKU002,SUP04,463,11,22224
2025-04-08,SKU012,SUP01,234,5,9126
2025-01-05,SKU003,SUP03,250,3,5250
2025-04-10,SKU014,SUP03,333,13,7659
2025-02-16,SKU020,SUP01,455,6,17745
2025-01-16,SKU002,SUP05,235,6,9400
2025-03-05,SKU008,SUP04,488,7,12200
2025-03-28,SKU019,SUP02,240,11,8640
2025-04-05,SKU010,SUP04,400,10,11600
2025-02-20,SKU019,SUP02,212,12,10388
2025-01-05,SKU008,SUP05,146,6,6424
2025-02-14,SKU017,SUP05,290,8,9860
2025-04-16,SKU011,SUP02,272,6,11696
2025-01-30,SKU016,SUP03,193,9,5983
2025-02-24,SKU014,SUP02,447,12,10281
2025-02-02,SKU017,SUP03,298,3,14006
2025-01-17,SKU009,SUP02,233,3,8155
2025-04-13,SKU019,SUP02,103,6,4429
2025-03-05,SKU017,SUP01,388,9,15908
2025-01-05,SKU005,SUP01,297,6,14553
2025-01-30,SKU017,SUP04,379,14,12128
2025-04-17,SKU004,SUP05,138,5,5934
2025-03-12,SKU014,SUP05,275,7,7700
2025-01-22,SKU002,SUP03,371,7,11501
2025-02-21,SKU015,SUP03,428,13,20116
2025-02-08,SKU004,SUP01,140,14,4760
2025-04-29,SKU007,SUP01,494,5,14820
2025-03-30,SKU001,SUP05,464,4,16704
2025-04-25,SKU015,SUP03,429,12,19734
2025-03-14,SKU019,SUP03,393,4,16899
2025-04-16,SKU015,SUP05,405,9,8910
2025-04-27,SKU016,SUP01,194,4,6790
2025-01-21,SKU020,SUP01,241,9,6748
2025-04-23,SKU008,SUP01,261,3,10701
2025-04-04,SKU007,SUP02,248,7,6448
2025-01-12,SKU017,SUP02,443,7,13733
2025-03-24,SKU013,SUP05,124,13,4712
2025-04-29,SKU010,SUP04,337,12,15839
2025-03-13,SKU015,SUP02,179,10,4117
2025-04-06,SKU017,SUP04,249,12,7470
2025-04-19,SKU006,SUP04,458,14,21068
2025-01-01,SKU010,SUP01,435,9,20445
2025-04-26,SKU006,SUP01,247,6,10374
2025-03-21,SKU001,SUP05,407,4,14245
2025-01-21,SKU009,SUP01,266,12,6916
2025-04-04,SKU013,SUP02,304,5,9120
2025-04-14,SKU011,SUP02,138,14,3450
2025-02-11,SKU020,SUP03,306,6,10404
2025-01-19,SKU006,SUP03,274,11,10686
2025-01-20,SKU018,SUP02,330,7,7260
2025-02-07,SKU006,SUP01,175,7,8050
2025-01-27,SKU007,SUP04,159,10,6042
2025-04-12,SKU015,SUP01,263,9,7627
2025-03-06,SKU011,SUP01,469,6,22043
2025-01-22,SKU020,SUP02,380,13,8360
2025-03-28,SKU017,SUP04,385,13,18095
2025-02-16,SKU013,SUP05,250,5,11000
2025-03-30,SKU001,SUP04,384,14,14208
2025-02-19,SKU003,SUP02,302,7,12382
2025-03-02,SKU007,SUP02,442,4,21216
2025-04-13,SKU018,SUP02,159,8,6519
2025-03-13,SKU017,SUP04,244,12,8540
2025-02-22,SKU015,SUP01,406,3,12992
2025-02-07,SKU010,SUP01,303,5,10302
2025-04-27,SKU005,SUP02,214,11,10272
2025-03-06,SKU013,SUP01,415,4,17845
2025-04-28,SKU014,SUP04,218,8,9592
2025-04-12,SKU018,SUP03,226,9,5650
2025-04-03,SKU005,SUP03,484,7,12584
2025-01-18,SKU008,SUP04,105,12,3675
2025-04-04,SKU019,SUP02,251,6,6526
2025-01-07,SKU016,SUP02,156,12,5304
2025-01-14,SKU012,SUP05,114,10,2964
2025-02-27,SKU009,SUP04,318,9,9858
2025-01-14,SKU011,SUP03,191,8,4202
2025-03-11,SKU009,SUP02,305,5,14945
2025-04-04,SKU004,SUP05,205,8,6150
2025-04-19,SKU018,SUP04,369,13,14391
2025-04-28,SKU020,SUP03,456,10,10488
2025-02-13,SKU006,SUP01,285,10,13965
2025-04-10,SKU020,SUP02,110,7,2420
2025-01-15,SKU002,SUP02,348,10,14268
2025-02-15,SKU009,SUP05,385,14,11165
2025-04-07,SKU019,SUP01,430,3,9460
2025-03-06,SKU017,SUP05,279,12,6417
2025-01-05,SKU015,SUP03,114,14,4218
2025-02-15,SKU010,SUP03,194,12,9312
2025-01-04,SKU018,SUP04,380,10,8740
2025-03-16,SKU005,SUP02,199,4,7960
2025-01-27,SKU017,SUP01,198,8,5544
2025-02-28,SKU004,SUP03,268,9,11256
2025-03-25,SKU006,SUP03,462,10,15708
2025-01-22,SKU006,SUP04,251,12,10793
2025-01-22,SKU018,SUP04,343,10,8232
2025-02-21,SKU019,SUP02,311,13,11196
2025-01-16,SKU001,SUP05,480,13,9600
2025-01-30,SKU020,SUP02,242,5,11858
2025-01-13,SKU019,SUP01,144,13,3168
2025-04-14,SKU006,SUP05,447,11,21903
2025-02-24,SKU005,SUP05,425,14,12750
2025-04-10,SKU020,SUP04,183,13,4575
2025-02-02,SKU018,SUP02,232,14,7192
2025-03-16,SKU020,SUP03,157,4,7536
2025-03-05,SKU006,SUP04,325,3,8775
2025-02-06,SKU010,SUP02,155,5,4030
2025-03-07,SKU013,SUP04,291,12,10476
2025-01-21,SKU014,SUP04,112,6,3024
2025-03-22,SKU018,SUP05,493,12,23171
2025-01-13,SKU002,SUP03,227,3,5675
2025-01-12,SKU013,SUP04,381,6,12954
2025-01-16,SKU019,SUP02,259,8,10101
2025-03-11,SKU005,SUP03,485,6,10185
2025-04-11,SKU003,SUP03,232,4,7656
2025-01-10,SKU003,SUP03,103,13,2781
2025-01-16,SKU008,SUP01,337,10,14491
2025-01-16,SKU002,SUP04,119,5,4641
2025-03-25,SKU019,SUP01,225,5,8325
2025-03-18,SKU017,SUP03,452,7,21244
2025-01-28,SKU005,SUP04,444,6,17760
2025-01-13,SKU006,SUP05,205,9,5740
2025-01-29,SKU006,SUP01,155,4,6820
2025-02-28,SKU007,SUP02,493,14,19720
2025-02-25,SKU015,SUP01,262,11,8908
2025-04-07,SKU011,SUP04,162,12,6480
2025-03-17,SKU015,SUP01,309,12,12669
2025-02-13,SKU020,SUP03,255,7,9435
2025-02-20,SKU012,SUP01,261,5,11745
2025-03-02,SKU012,SUP04,303,10,8181
2025-04-05,SKU001,SUP05,291,3,9894
2025-01-13,SKU013,SUP04,291,14,7857
2025-02-17,SKU012,SUP01,190,8,7980
2025-01-15,SKU007,SUP05,178,11,8366
2025-04-04,SKU012,SUP03,231,4,6237
2025-02-08,SKU016,SUP03,409,12,20041
2025-03-21,SKU016,SUP05,368,7,13984
2025-04-24,SKU007,SUP04,341,10,12617
2025-01-22,SKU004,SUP01,467,6,12609
2025-01-03,SKU009,SUP04,273,14,11739
2025-04-16,SKU017,SUP03,493,11,10353
2025-03-06,SKU001,SUP02,365,9,17885
2025-03-12,SKU001,SUP02,360,5,17280
2025-01-13,SKU012,SUP02,323,13,7752
2025-02-06,SKU002,SUP01,358,6,7518
2025-02-11,SKU011,SUP05,144,6,4320
2025-02-19,SKU011,SUP01,123,4,4797
2025-03-01,SKU005,SUP02,253,11,9361
2025-03-27,SKU007,SUP03,366,14,11712
2025-03-09,SKU001,SUP02,463,12,21761
2025-02-11,SKU008,SUP03,426,11,16614
2025-04-17,SKU007,SUP05,230,13,8280
2025-04-14,SKU020,SUP02,280,6,5600
2025-03-21,SKU004,SUP01,291,10,5820
2025-01-08,SKU005,SUP01,348,11,9048
2025-04-21,SKU007,SUP03,132,11,2640
2025-01-29,SKU012,SUP01,460,7,14260
2025-04-03,SKU002,SUP02,477,11,22896
2025-04-07,SKU010,SUP04,255,7,8415
2025-02-08,SKU012,SUP02,313,8,7825
2025-02-14,SKU008,SUP05,221,4,6409
2025-02-07,SKU016,SUP02,248,6,7192
2025-03-16,SKU002,SUP03,415,12,19920
2025-02-01,SKU012,SUP03,473,12,22231
2025-02-05,SKU005,SUP04,324,12,7452
2025-01-13,SKU014,SUP02,470,7,14100
2025-02-09,SKU001,SUP05,216,4,6912
2025-04-11,SKU007,SUP04,261,8,9135
2025-04-16,SKU011,SUP01,434,12,12586
2025-03-08,SKU011,SUP03,371,8,18179
2025-02-10,SKU001,SUP04,137,4,6028
2025-04-19,SKU002,SUP04,118,14,2478
2025-02-28,SKU004,SUP04,493,3,21199
2025-03-21,SKU008,SUP05,233,4,9786
2025-04-21,SKU011,SUP05,371,6,11130
2025-02-15,SKU008,SUP05,483,7,20286
2025-03-05,SKU019,SUP01,351,6,15093
2025-01-06,SKU011,SUP01,357,11,12495
2025-04-12,SKU009,SUP03,296,7,8584
2025-04-04,SKU007,SUP05,293,6,13478
2025-03-04,SKU004,SUP04,427,12,9394
2025-01-02,SKU009,SUP04,174,6,4872
2025-04-12,SKU001,SUP03,422,9,11816
2025-02-09,SKU013,SUP02,150,10,4200
2025-01-26,SKU020,SUP05,361,13,14440
2025-01-12,SKU004,SUP01,429,5,15444
2025-01-29,SKU007,SUP02,363,13,11616
2025-02-04,SKU019,SUP02,457,7,22393
2025-03-12,SKU009,SUP01,326,6,6846
2025-03-06,SKU010,SUP03,237,11,8532
2025-04-21,SKU003,SUP03,408,5,9384
2025-03-09,SKU017,SUP03,143,9,6721
2025-04-13,SKU013,SUP03,209,9,6061
2025-02-06,SKU002,SUP03,469,12,20167
2025-03-26,SKU011,SUP03,229,9,5496
2025-02-22,SKU013,SUP05,396,10,11484
2025-01-02,SKU010,SUP03,474,13,11376
2025-04-20,SKU003,SUP04,122,4,4514
2025-04-07,SKU001,SUP04,361,7,16245
2025-04-30,SKU001,SUP04,219,8,5913
2025-03-18,SKU002,SUP02,185,3,5920
2025-03-06,SKU010,SUP04,168,9,6552
2025-03-03,SKU013,SUP02,264,12,5808
2025-02-03,SKU002,SUP05,295,4,11800
2025-02-27,SKU009,SUP01,396,10,17424
2025-02-05,SKU008,SUP02,204,11,9384
2025-02-04,SKU006,SUP04,218,5,5232
2025-04-23,SKU019,SUP04,454,10,12712
2025-04-28,SKU008,SUP02,180,5,3960
2025-03-04,SKU003,SUP04,192,3,6336
2025-01-27,SKU002,SUP04,200,13,8200
2025-03-30,SKU002,SUP04,108,6,4536
2025-01-01,SKU007,SUP02,397,11,11910
2025-04-30,SKU001,SUP03,260,7,9620
2025-03-06,SKU010,SUP04,304,13,8208
2025-01-28,SKU013,SUP04,161,7,4991
2025-04-01,SKU013,SUP04,185,10,6290
2025-04-05,SKU007,SUP01,278,5,7228
2025-01-12,SKU014,SUP02,477,9,16695
2025-03-14,SKU001,SUP04,225,4,10350
2025-01-22,SKU018,SUP04,392,9,9016
2025-04-19,SKU016,SUP04,147,5,3381
2025-03-25,SKU020,SUP04,432,6,16848
2025-02-23,SKU009,SUP02,249,9,10458
2025-02-17,SKU017,SUP01,226,11,11074
2025-03-19,SKU015,SUP04,284,10,12496
2025-04-21,SKU004,SUP03,427,4,20069
2025-03-27,SKU008,SUP01,179,13,4654
2025-01-15,SKU017,SUP01,134,3,3618
2025-04-13,SKU018,SUP05,210,9,6090
2025-03-21,SKU002,SUP02,378,5,14742
2025-01-31,SKU014,SUP02,277,11,12742
2025-02-02,SKU016,SUP04,495,5,14355
2025-03-25,SKU005,SUP03,396,7,16632
2025-04-21,SKU014,SUP03,496,9,22816
2025-03-30,SKU002,SUP03,215,10,4300
2025-03-30,SKU004,SUP05,411,11,9042
2025-02-15,SKU004,SUP01,466,14,15378
2025-04-25,SKU010,SUP05,386,10,18914
2025-04-23,SKU017,SUP03,115,11,3220
2025-04-23,SKU020,SUP04,123,4,4797
2025-02-17,SKU006,SUP02,332,7,12284
2025-04-28,SKU018,SUP05,173,12,7266
2025-04-16,SKU018,SUP04,351,6,13689
2025-01-16,SKU011,SUP01,424,3,12720
2025-02-15,SKU009,SUP02,135,4,5940
2025-01-06,SKU003,SUP05,175,4,4375
2025-04-16,SKU006,SUP04,383,11,9192
2025-02-28,SKU015,SUP04,144,7,3024
2025-02-18,SKU009,SUP02,314,5,14758
2025-03-11,SKU004,SUP01,146,4,7154
2025-04-01,SKU012,SUP04,279,3,7254
2025-01-30,SKU020,SUP05,162,14,5832
2025-02-03,SKU004,SUP02,401,3,18045
2025-02-18,SKU018,SUP03,376,5,9400
2025-04-29,SKU006,SUP02,332,4,8300
2025-02-10,SKU018,SUP01,147,10,7203
2025-03-28,SKU013,SUP03,171,12,7353
2025-04-23,SKU009,SUP01,196,9,5684
2025-01-18,SKU006,SUP05,392,7,17640
2025-03-20,SKU012,SUP03,355,10,8520
2025-01-08,SKU005,SUP02,370,8,15910
2025-04-24,SKU003,SUP01,237,9,9006
2025-03-04,SKU002,SUP02,351,10,9126
2025-03-01,SKU005,SUP04,462,12,21714
2025-03-03,SKU010,SUP01,455,8,11375
2025-04-24,SKU013,SUP05,420,6,9660
2025-02-19,SKU018,SUP02,338,4,11492
2025-01-17,SKU005,SUP03,307,6,6447
2025-03-22,SKU001,SUP02,404,11,14948
2025-04-25,SKU005,SUP05,219,9,10731
2025-02-07,SKU013,SUP02,451,6,12628
2025-01-23,SKU003,SUP05,283,12,11603
2025-01-11,SKU010,SUP03,230,11,7590
2025-02-15,SKU019,SUP04,159,6,7155
2025-03-06,SKU002,SUP05,324,14,14256
2025-02-09,SKU018,SUP02,347,14,15962
2025-01-24,SKU001,SUP05,270,4,9720
2025-04-09,SKU015,SUP05,134,12,3752
2025-01-10,SKU001,SUP03,197,11,6501
2025-04-11,SKU010,SUP02,331,11,12247
2025-03-09,SKU008,SUP05,256,8,9984
2025-01-05,SKU001,SUP04,438,6,8760
2025-01-29,SKU019,SUP04,259,11,9842
2025-01-11,SKU016,SUP03,487,11,21428
2025-01-17,SKU015,SUP02,208,3,4368
2025-01-10,SKU013,SUP03,497,14,23856
2025-04-12,SKU002,SUP02,394,14,18518
2025-01-17,SKU005,SUP04,310,13,11470
2025-03-17,SKU003,SUP02,274,13,5754
2025-01-18,SKU003,SUP02,337,8,7077
2025-02-02,SKU008,SUP02,482,6,17834
2025-03-25,SKU011,SUP02,126,7,3276
2025-01-22,SKU002,SUP03,471,10,22137
2025-01-16,SKU014,SUP04,367,6,7340
2025-02-24,SKU006,SUP03,368,7,15824
2025-03-15,SKU014,SUP01,340,5,10540
2025-03-17,SKU011,SUP05,391,10,11339
2025-03-19,SKU001,SUP04,104,6,4888
2025-01-17,SKU013,SUP03,418,13,10032
2025-03-05,SKU006,SUP04,131,12,3799
2025-04-18,SKU018,SUP02,390,5,7800
2025-01-17,SKU010,SUP03,297,11,13068
2025-01-11,SKU014,SUP01,383,9,15703
2025-04-10,SKU011,SUP03,332,12,13280
2025-02-09,SKU020,SUP04,163,8,4075
2025-03-24,SKU002,SUP03,316,4,8848
2025-03-01,SKU016,SUP03,139,13,4448
2025-02-11,SKU012,SUP05,230,4,6900
2025-01-24,SKU018,SUP05,487,10,23376
2025-02-12,SKU015,SUP04,315,7,6615
2025-03-28,SKU019,SUP05,413,12,18585
2025-04-02,SKU013,SUP02,323,6,14535
2025-03-18,SKU016,SUP04,324,8,10368
2025-02-01,SKU002,SUP02,468,5,19656
2025-02-01,SKU015,SUP01,226,10,6102
2025-04-17,SKU018,SUP01,346,8,14532
2025-02-25,SKU002,SUP01,109,10,3815
2025-03-29,SKU014,SUP02,117,6,3276
2025-02-25,SKU004,SUP02,384,8,11520
2025-02-10,SKU017,SUP03,151,5,6040
2025-03-16,SKU008,SUP03,301,8,10836
2025-04-12,SKU007,SUP05,105,5,4830
2025-02-14,SKU010,SUP02,103,7,4120
2025-04-25,SKU018,SUP05,352,3,15840
2025-01-17,SKU020,SUP05,129,11,4773
2025-01-05,SKU006,SUP02,223,5,6467
2025-03-11,SKU010,SUP02,312,14,13416
2025-01-04,SKU013,SUP02,301,5,7525
2025-03-31,SKU009,SUP02,139,5,5004
2025-03-24,SKU003,SUP04,233,5,8621
2025-04-18,SKU015,SUP01,393,7,12183
2025-02-20,SKU007,SUP04,333,4,6993
2025-04-19,SKU015,SUP04,347,6,9022
2025-01-03,SKU016,SUP02,364,9,15288
2025-04-23,SKU008,SUP02,446,4,8920
2025-02-17,SKU016,SUP03,315,6,9450
2025-01-26,SKU006,SUP02,320,13,14400
2025-01-01,SKU009,SUP03,170,7,6970
