date,sku_id,store_id,quantity,revenue
2025-04-14,SKU011,STR10,106,23002
2025-04-10,SKU001,STR08,83,23489
2025-01-28,SKU005,STR07,105,17220
2025-03-06,SKU015,STR04,68,17408
2025-03-15,SKU018,STR03,175,41650
2025-02-18,SKU017,STR06,113,18984
2025-01-08,SKU002,STR04,114,14820
2025-01-04,SKU017,STR02,118,30326
2025-04-30,SKU003,STR04,156,45396
2025-04-01,SKU010,STR03,99,10395
2025-02-28,SKU015,STR05,79,21251
2025-04-11,SKU005,STR10,173,34600
2025-02-04,SKU006,STR04,67,14204
2025-01-29,SKU013,STR04,194,40352
2025-04-06,SKU016,STR06,117,19656
2025-02-06,SKU009,STR01,190,49590
2025-04-19,SKU019,STR03,91,17927
2025-02-01,SKU013,STR03,134,36582
2025-04-18,SKU012,STR07,117,26676
2025-04-02,SKU003,STR02,188,52264
2025-01-17,SKU003,STR02,153,38403
2025-01-19,SKU005,STR07,134,14338
2025-01-28,SKU005,STR01,150,39450
2025-04-28,SKU019,STR05,147,16170
2025-02-23,SKU013,STR06,198,47124
2025-04-13,SKU005,STR01,69,18492
2025-02-15,SKU012,STR06,66,14124
2025-01-19,SKU016,STR04,145,24505
2025-02-24,SKU004,STR06,124,32240
2025-03-03,SKU015,STR09,131,25021
2025-02-20,SKU015,STR04,184,38272
2025-02-04,SKU016,STR09,121,26015
2025-02-14,SKU017,STR01,162,31590
2025-03-13,SKU019,STR06,116,33176
2025-03-10,SKU013,STR07,163,19723
2025-04-03,SKU011,STR03,103,24411
2025-02-11,SKU016,STR02,84,23772
2025-01-30,SKU015,STR03,68,14484
2025-01-08,SKU017,STR08,120,15480
2025-01-07,SKU003,STR01,85,10540
2025-02-06,SKU001,STR05,190,44650
2025-01-05,SKU009,STR01,84,24612
2025-03-04,SKU008,STR07,58,7714
2025-02-15,SKU014,STR04,151,26274
2025-04-09,SKU008,STR03,191,54817
2025-03-18,SKU013,STR02,94,15040
2025-03-24,SKU006,STR02,194,42292
2025-02-03,SKU010,STR06,115,33695
2025-03-31,SKU013,STR08,160,41280
2025-02-03,SKU007,STR03,185,40515
2025-02-24,SKU007,STR05,88,14432
2025-01-17,SKU009,STR05,62,7440
2025-01-19,SKU019,STR09,74,9620
2025-03-22,SKU010,STR10,103,15553
2025-01-20,SKU018,STR02,159,24168
2025-01-24,SKU015,STR06,79,22910
2025-01-04,SKU013,STR07,57,6327
2025-04-29,SKU014,STR02,131,25807
2025-03-16,SKU009,STR01,128,36352
2025-04-05,SKU017,STR10,142,35926
2025-01-18,SKU006,STR01,136,25432
2025-02-19,SKU008,STR09,183,30744
2025-02-13,SKU011,STR09,114,23484
2025-01-19,SKU009,STR02,149,26969
2025-01-15,SKU019,STR03,161,24955
2025-03-17,SKU019,STR05,194,55290
2025-03-28,SKU001,STR09,169,47658
2025-01-10,SKU015,STR07,198,22176
2025-04-11,SKU001,STR08,157,17270
2025-01-17,SKU004,STR09,143,17160
2025-03-25,SKU019,STR03,189,25704
2025-02-11,SKU017,STR05,97,19594
2025-01-28,SKU009,STR03,96,23520
2025-03-19,SKU003,STR09,173,51554
2025-04-15,SKU013,STR02,190,37810
2025-01-31,SKU002,STR09,122,32330
2025-03-16,SKU001,STR04,158,29388
2025-02-14,SKU013,STR02,186,19902
2025-01-07,SKU004,STR02,52,6604
2025-03-11,SKU012,STR05,77,11781
2025-02-23,SKU001,STR04,70,7840
2025-02-26,SKU017,STR06,103,24411
2025-02-22,SKU012,STR05,123,17835
2025-01-13,SKU005,STR06,73,7373
2025-03-27,SKU017,STR04,191,45267
2025-02-04,SKU003,STR06,66,7326
2025-02-23,SKU020,STR08,78,21060
2025-01-25,SKU004,STR10,139,22796
2025-03-25,SKU016,STR01,153,29223
2025-02-27,SKU012,STR06,183,42822
2025-04-06,SKU001,STR07,56,8736
2025-01-12,SKU016,STR05,184,38640
2025-02-20,SKU009,STR08,94,14852
2025-01-04,SKU008,STR03,147,37485
2025-03-18,SKU015,STR07,53,10017
2025-04-14,SKU009,STR07,182,28210
2025-04-06,SKU020,STR02,124,30008
2025-02-01,SKU009,STR01,108,20412
2025-04-18,SKU007,STR10,75,9300
2025-01-10,SKU013,STR03,60,16800
2025-03-13,SKU008,STR04,144,36720
2025-03-16,SKU011,STR01,98,26852
2025-02-21,SKU006,STR08,106,15476
2025-01-31,SKU009,STR02,75,15975
2025-01-05,SKU020,STR04,154,23562
2025-02-02,SKU018,STR06,64,10240
2025-01-21,SKU014,STR05,183,25071
2025-03-03,SKU018,STR10,95,22800
2025-04-05,SKU003,STR06,142,15194
2025-02-13,SKU013,STR01,124,21824
2025-02-19,SKU011,STR06,65,10855
2025-04-09,SKU016,STR08,113,32318
2025-03-31,SKU012,STR05,138,16146
2025-01-19,SKU006,STR06,183,18849
2025-04-18,SKU019,STR02,66,13596
2025-02-12,SKU016,STR02,57,13680
2025-04-16,SKU008,STR04,143,23452
2025-02-12,SKU007,STR01,133,24871
2025-04-24,SKU012,STR09,123,16605
2025-04-11,SKU010,STR05,153,25245
2025-02-24,SKU008,STR06,150,38100
2025-04-03,SKU003,STR10,58,16298
2025-04-30,SKU002,STR03,178,46102
2025-03-30,SKU007,STR01,116,28652
2025-04-27,SKU003,STR03,162,32724
2025-04-01,SKU014,STR01,67,18224
2025-04-26,SKU020,STR05,140,25340
2025-03-09,SKU001,STR02,50,7850
2025-01-26,SKU013,STR04,165,30690
2025-01-10,SKU011,STR09,154,35728
2025-03-06,SKU017,STR06,147,39396
2025-04-03,SKU004,STR05,188,29140
2025-02-20,SKU003,STR10,164,40344
2025-04-19,SKU007,STR07,120,30360
2025-02-09,SKU005,STR05,181,22082
2025-04-16,SKU020,STR02,165,34320
2025-04-03,SKU008,STR09,161,39606
2025-04-22,SKU007,STR09,117,25857
2025-01-15,SKU003,STR05,178,52332
2025-04-21,SKU008,STR04,73,8979
2025-04-16,SKU004,STR03,83,23572
2025-02-18,SKU020,STR07,158,26544
2025-04-05,SKU009,STR09,103,17407
2025-04-11,SKU010,STR08,184,37168
2025-02-07,SKU020,STR03,177,49206
2025-03-27,SKU015,STR04,125,17125
2025-04-25,SKU004,STR09,190,35340
2025-02-27,SKU018,STR05,74,15614
2025-01-27,SKU019,STR09,175,38850
2025-02-16,SKU004,STR07,65,7865
2025-03-26,SKU008,STR01,65,10270
2025-04-29,SKU010,STR10,81,23166
2025-02-03,SKU009,STR01,188,20492
2025-03-27,SKU017,STR04,97,27063
2025-04-21,SKU005,STR06,114,33060
2025-03-30,SKU019,STR04,130,29380
2025-03-29,SKU002,STR08,64,12480
2025-02-08,SKU006,STR01,171,45486
2025-02-26,SKU017,STR02,122,29280
2025-03-11,SKU006,STR04,101,10302
2025-03-22,SKU017,STR07,114,20520
2025-03-08,SKU015,STR04,81,15795
2025-03-09,SKU018,STR01,132,18744
2025-04-26,SKU003,STR08,127,19939
2025-02-02,SKU014,STR02,181,28598
2025-01-29,SKU019,STR06,170,46920
2025-02-09,SKU019,STR05,76,13604
2025-01-06,SKU008,STR03,196,35084
2025-02-12,SKU010,STR09,197,38218
2025-03-09,SKU012,STR07,51,11169
2025-01-22,SKU019,STR09,121,12826
2025-03-19,SKU003,STR02,65,11830
2025-02-20,SKU018,STR04,121,26983
2025-04-07,SKU017,STR05,124,28768
2025-01-27,SKU012,STR01,183,35868
2025-01-05,SKU014,STR05,167,36573
2025-02-28,SKU001,STR02,161,18998
2025-03-27,SKU005,STR02,96,25536
2025-03-09,SKU001,STR04,184,32752
2025-03-28,SKU014,STR07,196,44492
2025-02-23,SKU020,STR08,131,21222
2025-03-15,SKU009,STR09,185,29785
2025-01-29,SKU010,STR01,115,12075
2025-02-27,SKU005,STR09,131,35108
2025-02-18,SKU017,STR07,180,19620
2025-04-08,SKU003,STR02,173,21279
2025-03-15,SKU006,STR06,88,22528
2025-04-21,SKU006,STR04,90,25290
2025-01-20,SKU012,STR03,133,27930
2025-03-07,SKU002,STR06,116,27028
2025-03-20,SKU010,STR09,145,21315
2025-03-11,SKU009,STR04,108,10908
2025-01-29,SKU004,STR01,132,33396
2025-03-30,SKU010,STR05,128,20224
2025-01-22,SKU019,STR05,172,20812
2025-04-10,SKU002,STR09,77,22484
2025-04-23,SKU013,STR04,56,8288
2025-01-09,SKU004,STR03,178,42186
2025-02-05,SKU009,STR10,81,8505
2025-02-17,SKU006,STR01,123,26199
2025-01-27,SKU018,STR03,134,30284
2025-01-25,SKU015,STR04,142,31524
2025-03-14,SKU019,STR08,141,16356
2025-02-12,SKU009,STR10,88,18656
2025-04-27,SKU015,STR04,96,15552
2025-04-07,SKU014,STR05,92,25300
2025-02-03,SKU008,STR02,111,17427
2025-02-02,SKU011,STR02,143,21021
2025-04-29,SKU010,STR02,87,19662
2025-01-19,SKU004,STR08,180,36180
2025-03-06,SKU014,STR08,122,28426
2025-04-17,SKU007,STR01,77,15092
2025-02-23,SKU005,STR09,131,20305
2025-02-28,SKU002,STR10,156,34632
2025-03-01,SKU006,STR10,163,33578
2025-02-06,SKU015,STR02,147,23814
2025-01-22,SKU011,STR10,53,12402
2025-03-02,SKU011,STR06,137,22879
2025-04-02,SKU015,STR01,104,10608
2025-03-19,SKU006,STR02,170,38760
2025-04-12,SKU006,STR05,182,34762
2025-01-21,SKU018,STR07,158,23068
2025-03-25,SKU019,STR03,118,26904
2025-03-09,SKU012,STR08,72,18144
2025-01-21,SKU020,STR08,104,15080
2025-02-01,SKU005,STR04,159,43884
2025-04-16,SKU007,STR01,162,25920
2025-01-09,SKU006,STR03,158,21172
2025-02-08,SKU009,STR06,54,14526
2025-03-28,SKU017,STR07,106,23956
2025-03-27,SKU009,STR05,136,32640
2025-02-01,SKU014,STR04,161,40250
2025-02-14,SKU017,STR07,153,28152
2025-03-07,SKU005,STR06,157,18369
2025-04-04,SKU001,STR01,175,45325
2025-02-11,SKU019,STR10,187,40018
2025-02-05,SKU002,STR09,77,8470
2025-03-19,SKU007,STR07,96,21696
2025-01-19,SKU015,STR08,121,24926
2025-01-09,SKU015,STR01,68,19992
2025-03-15,SKU008,STR10,147,35280
2025-04-28,SKU001,STR02,142,39050
2025-04-21,SKU013,STR01,113,18080
2025-01-29,SKU007,STR08,75,8700
2025-03-12,SKU013,STR05,75,11100
2025-03-08,SKU007,STR10,98,19796
2025-02-22,SKU001,STR01,111,12876
2025-02-12,SKU003,STR05,75,16725
2025-01-16,SKU009,STR08,105,17220
2025-04-03,SKU016,STR09,157,43646
2025-04-28,SKU009,STR07,132,32472
2025-03-07,SKU009,STR03,188,52640
2025-02-15,SKU008,STR02,177,26019
2025-03-07,SKU008,STR06,55,15620
2025-04-14,SKU004,STR04,106,15688
2025-02-14,SKU018,STR02,126,18144
2025-04-28,SKU015,STR04,172,28552
2025-03-24,SKU003,STR06,113,15707
2025-02-28,SKU004,STR04,124,27404
2025-04-05,SKU011,STR02,111,16428
2025-01-09,SKU002,STR08,97,24444
2025-02-05,SKU008,STR09,107,21400
2025-04-22,SKU013,STR07,107,21186
2025-04-11,SKU019,STR07,141,15228
2025-04-02,SKU006,STR10,194,47142
2025-03-28,SKU003,STR05,113,21357
2025-02-05,SKU010,STR05,111,29859
2025-03-17,SKU010,STR06,65,6955
2025-04-14,SKU008,STR02,143,33891
2025-02-13,SKU011,STR01,51,14127
2025-01-12,SKU019,STR10,72,17640
2025-03-03,SKU017,STR06,110,25080
2025-04-04,SKU013,STR05,171,35739
2025-01-13,SKU004,STR07,71,12283
2025-04-13,SKU015,STR04,72,15696
2025-03-11,SKU020,STR10,150,27450
2025-03-17,SKU001,STR08,50,13200
2025-03-04,SKU006,STR05,145,37990
2025-03-20,SKU005,STR08,95,26315
2025-02-17,SKU006,STR09,105,21945
2025-02-28,SKU008,STR07,153,26928
2025-04-12,SKU018,STR02,57,9918
2025-04-07,SKU006,STR04,189,26838
2025-03-02,SKU010,STR03,158,30020
2025-02-04,SKU015,STR01,84,24024
2025-01-21,SKU019,STR06,97,12998
2025-03-27,SKU006,STR08,163,44988
2025-04-06,SKU004,STR07,148,15096
2025-03-21,SKU005,STR05,174,41238
2025-03-24,SKU004,STR03,123,19680
2025-02-12,SKU020,STR03,136,34136
2025-01-11,SKU014,STR02,77,22792
2025-03-04,SKU005,STR03,198,21978
2025-02-19,SKU004,STR06,162,43578
2025-03-25,SKU006,STR09,63,8253
2025-01-11,SKU018,STR07,169,29406
2025-01-21,SKU012,STR05,136,36448
2025-02-28,SKU009,STR06,199,36218
2025-03-06,SKU007,STR04,192,38976
2025-03-17,SKU018,STR01,142,38766
2025-01-14,SKU018,STR04,161,41860
2025-04-29,SKU011,STR08,167,19873
2025-04-04,SKU006,STR03,139,26827
2025-01-13,SKU013,STR02,86,23736
2025-04-12,SKU002,STR04,75,13050
2025-03-13,SKU012,STR08,92,22908
2025-01-20,SKU008,STR08,177,32391
2025-04-26,SKU016,STR07,94,26884
2025-04-21,SKU016,STR05,137,23564
2025-02-04,SKU019,STR04,86,18748
2025-02-26,SKU008,STR05,159,18921
2025-04-13,SKU012,STR01,66,10758
2025-02-11,SKU019,STR02,120,24840
2025-02-27,SKU002,STR04,99,19899
2025-03-29,SKU010,STR04,64,11712
2025-01-03,SKU005,STR09,89,15219
2025-02-09,SKU012,STR08,153,36414
2025-04-20,SKU008,STR08,109,25833
2025-02-08,SKU017,STR04,174,19488
2025-04-06,SKU004,STR05,75,13875
2025-01-04,SKU018,STR06,176,32912
2025-04-30,SKU002,STR07,60,8700
2025-04-06,SKU005,STR06,59,15753
2025-04-20,SKU003,STR07,194,31816
2025-04-29,SKU010,STR09,155,43400
2025-02-25,SKU002,STR09,71,17040
2025-03-30,SKU016,STR02,164,43788
2025-01-17,SKU015,STR10,64,10368
2025-04-29,SKU007,STR01,81,19116
2025-02-09,SKU020,STR10,131,23056
2025-03-21,SKU009,STR06,120,17640
2025-01-18,SKU016,STR07,88,25960
2025-02-28,SKU008,STR01,183,32208
2025-03-01,SKU014,STR06,181,24978
2025-03-13,SKU013,STR06,169,25688
2025-04-04,SKU003,STR03,199,38805
2025-02-07,SKU008,STR07,121,19481
2025-02-26,SKU006,STR03,187,43010
2025-02-28,SKU012,STR01,108,14040
2025-04-03,SKU005,STR04,138,31188
2025-02-10,SKU020,STR07,176,43824
2025-01-04,SKU013,STR10,163,44988
2025-01-20,SKU020,STR01,178,43076
2025-03-18,SKU017,STR08,107,18297
2025-04-24,SKU013,STR07,121,12947
2025-02-28,SKU015,STR07,65,14170
2025-01-02,SKU018,STR01,79,15958
2025-01-13,SKU018,STR02,62,16740
2025-03-26,SKU016,STR07,130,34710
2025-03-24,SKU020,STR09,157,23864
2025-03-28,SKU020,STR01,106,16006
2025-01-09,SKU015,STR01,93,16182
2025-04-08,SKU016,STR09,81,9234
2025-01-12,SKU001,STR09,185,31635
2025-01-27,SKU012,STR01,156,21996
2025-03-03,SKU019,STR07,144,16704
2025-04-07,SKU008,STR07,105,24465
2025-03-27,SKU018,STR06,103,30797
2025-04-15,SKU017,STR03,164,39032
2025-03-29,SKU017,STR05,164,48052
2025-03-04,SKU008,STR03,152,38760
2025-01-17,SKU006,STR03,77,22561
2025-02-07,SKU005,STR03,117,32292
2025-02-12,SKU004,STR10,62,9362
2025-02-27,SKU017,STR09,132,37620
2025-04-09,SKU014,STR08,77,17556
2025-02-11,SKU018,STR08,146,42340
2025-03-17,SKU008,STR08,163,37653
2025-02-07,SKU012,STR09,160,38880
2025-02-25,SKU012,STR08,168,40488
2025-04-19,SKU002,STR03,167,28724
2025-01-26,SKU020,STR08,59,9794
2025-01-24,SKU005,STR03,76,16112
2025-01-15,SKU003,STR09,93,11625
2025-02-16,SKU002,STR07,144,39888
2025-03-25,SKU012,STR07,181,33666
2025-02-17,SKU016,STR01,138,22770
2025-01-30,SKU003,STR10,198,36234
2025-02-18,SKU020,STR06,165,22605
2025-01-15,SKU014,STR04,95,11780
2025-01-21,SKU005,STR06,162,33372
2025-04-22,SKU012,STR07,140,16380
2025-01-21,SKU003,STR06,153,38250
2025-03-05,SKU003,STR08,187,35156
2025-02-21,SKU017,STR08,110,32010
2025-01-05,SKU013,STR05,104,14144
2025-02-25,SKU013,STR06,142,42032
2025-03-14,SKU016,STR02,153,43911
2025-02-20,SKU011,STR07,139,30858
2025-03-13,SKU009,STR07,80,12080
2025-03-30,SKU012,STR01,71,9869
2025-04-11,SKU015,STR01,114,33060
2025-04-16,SKU010,STR05,128,15488
2025-02-07,SKU003,STR08,66,7656
2025-04-28,SKU013,STR01,130,23010
2025-02-14,SKU006,STR03,159,17967
2025-04-21,SKU008,STR06,76,8512
2025-04-23,SKU003,STR06,107,15836
2025-01-23,SKU002,STR10,96,9984
2025-03-31,SKU020,STR06,108,31428
2025-04-24,SKU018,STR04,66,7458
2025-03-19,SKU013,STR07,177,25311
2025-04-29,SKU015,STR03,112,29344
2025-03-22,SKU003,STR03,197,39203
2025-02-04,SKU016,STR08,110,24640
2025-01-17,SKU007,STR02,114,22572
2025-02-01,SKU004,STR06,107,24289
2025-01-14,SKU005,STR04,89,25454
2025-03-21,SKU016,STR04,139,17653
2025-04-06,SKU013,STR02,80,8160
2025-04-28,SKU008,STR08,64,17280
2025-01-31,SKU009,STR07,94,27542
2025-01-08,SKU007,STR08,157,33598
2025-04-13,SKU010,STR09,79,19355
2025-04-24,SKU005,STR05,109,21473
2025-02-12,SKU013,STR07,143,33319
2025-02-25,SKU014,STR04,142,35500
2025-01-06,SKU010,STR02,64,17088
2025-04-06,SKU009,STR05,55,11605
2025-04-30,SKU003,STR10,188,26696
2025-01-17,SKU004,STR04,130,18200
2025-03-24,SKU005,STR06,84,10164
2025-03-06,SKU020,STR06,161,17710
2025-03-18,SKU010,STR03,186,29574
2025-03-17,SKU014,STR01,67,14204
2025-04-15,SKU009,STR07,132,29568
2025-02-16,SKU005,STR04,79,9796
2025-01-28,SKU002,STR08,161,19964
2025-03-15,SKU014,STR10,107,20651
2025-04-29,SKU009,STR09,127,25146
2025-04-26,SKU016,STR02,59,11682
2025-03-16,SKU011,STR05,198,53856
2025-01-07,SKU017,STR02,125,27500
2025-02-11,SKU018,STR06,124,14260
2025-04-23,SKU019,STR02,139,33777
2025-01-06,SKU012,STR10,125,35875
2025-03-18,SKU004,STR07,179,28282
2025-01-27,SKU015,STR08,56,16240
2025-04-21,SKU014,STR08,173,19203
2025-01-13,SKU011,STR01,112,24528
2025-02-05,SKU008,STR05,139,18765
2025-01-28,SKU015,STR05,193,21809
2025-03-15,SKU007,STR04,173,38752
2025-02-06,SKU003,STR04,68,13940
2025-01-21,SKU005,STR07,78,19266
2025-01-25,SKU006,STR04,179,44571
2025-04-06,SKU016,STR02,149,19221
2025-02-14,SKU019,STR07,83,19920
2025-02-12,SKU004,STR06,160,42080
2025-03-14,SKU007,STR03,196,26852
2025-03-11,SKU020,STR09,197,21276
2025-02-01,SKU004,STR02,131,13624
2025-01-20,SKU011,STR05,71,20235
2025-03-09,SKU012,STR02,126,17766
2025-01-09,SKU010,STR07,117,28782
2025-04-16,SKU003,STR09,134,38592
2025-01-31,SKU019,STR05,81,13365
2025-02-28,SKU020,STR10,179,52447
2025-03-01,SKU017,STR07,156,29172
2025-01-01,SKU011,STR07,134,13802
2025-03-12,SKU015,STR02,189,36666
2025-03-22,SKU001,STR01,96,26880
2025-04-16,SKU007,STR02,155,19065
2025-01-04,SKU012,STR03,89,13261
2025-02-12,SKU011,STR03,61,17934
2025-04-16,SKU017,STR06,98,23814
2025-01-02,SKU020,STR06,77,9548
2025-04-06,SKU010,STR10,89,15664
2025-04-30,SKU009,STR06,91,13286
2025-02-06,SKU016,STR06,156,19656
2025-02-10,SKU016,STR02,138,22770
2025-01-12,SKU008,STR09,125,23625
2025-03-14,SKU010,STR09,69,9522
2025-03-01,SKU002,STR01,173,45499
2025-01-24,SKU002,STR09,127,37211
2025-01-29,SKU015,STR05,133,29792
2025-04-13,SKU010,STR05,195,46995
2025-02-03,SKU012,STR06,85,23120
2025-02-05,SKU014,STR04,145,37700
2025-02-14,SKU004,STR04,67,9179
2025-03-08,SKU013,STR05,198,40194
2025-04-25,SKU014,STR07,189,45927
2025-03-22,SKU013,STR07,191,30560
2025-03-12,SKU014,STR01,103,14729
2025-04-08,SKU005,STR04,136,27608
2025-03-19,SKU015,STR01,80,15840
2025-01-17,SKU019,STR06,81,21627
2025-01-13,SKU020,STR03,182,23296
2025-03-11,SKU002,STR05,138,23598
2025-04-29,SKU001,STR04,136,26520
2025-03-16,SKU007,STR06,137,35072
2025-02-23,SKU016,STR03,69,10005
2025-03-08,SKU001,STR10,160,36480
2025-03-22,SKU002,STR04,119,12733
2025-01-29,SKU016,STR03,180,51660
2025-02-04,SKU005,STR04,158,18802
2025-03-14,SKU007,STR04,68,13668
2025-04-01,SKU013,STR09,135,20385
2025-04-21,SKU013,STR06,92,27508
2025-04-26,SKU008,STR10,139,29746
2025-01-26,SKU011,STR09,69,19527
2025-03-24,SKU016,STR07,61,17202
2025-03-19,SKU011,STR10,91,23114
2025-01-11,SKU006,STR02,68,19788
2025-01-06,SKU014,STR04,162,43578
2025-04-02,SKU001,STR03,121,34606
2025-02-21,SKU015,STR08,56,6160
2025-04-13,SKU004,STR09,189,47817
2025-04-12,SKU014,STR03,166,43824
2025-02-15,SKU016,STR09,62,11656
2025-04-28,SKU020,STR06,53,9222
2025-04-06,SKU017,STR07,159,35139
2025-01-11,SKU009,STR07,72,9144
2025-04-17,SKU015,STR09,75,18900
2025-02-23,SKU019,STR01,63,11151
2025-02-04,SKU017,STR03,142,38624
2025-03-20,SKU014,STR08,151,30955
2025-02-16,SKU020,STR10,113,21018
2025-03-30,SKU010,STR07,71,12780
2025-03-23,SKU017,STR09,123,29151
2025-02-26,SKU007,STR02,101,26260
2025-01-01,SKU012,STR05,53,12932
2025-01-04,SKU011,STR06,53,5300
2025-03-12,SKU018,STR09,84,8988
2025-01-24,SKU019,STR04,172,24424
2025-01-27,SKU014,STR09,195,49725
2025-01-29,SKU016,STR03,96,27456
2025-01-31,SKU004,STR05,66,9108
2025-02-17,SKU014,STR10,88,20328
2025-01-30,SKU011,STR02,157,17427
2025-04-04,SKU004,STR02,139,38920
2025-03-12,SKU001,STR10,139,25854
2025-03-31,SKU013,STR06,119,17017
2025-03-13,SKU019,STR05,195,37830
2025-04-11,SKU010,STR01,61,13237
2025-04-04,SKU007,STR09,198,34650
2025-04-29,SKU001,STR05,64,6464
2025-02-21,SKU007,STR05,67,6834
2025-01-07,SKU011,STR02,157,44902
2025-04-05,SKU011,STR04,172,50740
2025-04-23,SKU002,STR08,71,20803
2025-02-13,SKU006,STR10,74,21016
2025-03-26,SKU016,STR07,168,46368
2025-01-09,SKU013,STR06,91,13832
2025-04-06,SKU010,STR07,171,19494
2025-03-12,SKU015,STR03,132,14388
2025-04-02,SKU015,STR03,55,13145
2025-04-21,SKU006,STR03,116,27260
2025-01-08,SKU020,STR04,134,39396
2025-02-14,SKU008,STR07,65,11440
2025-03-08,SKU016,STR09,109,19293
2025-03-18,SKU007,STR07,151,40468
2025-01-22,SKU017,STR05,50,5450
2025-04-17,SKU016,STR08,162,24138
2025-01-12,SKU017,STR10,161,28497
2025-02-10,SKU004,STR09,72,19440
2025-01-06,SKU015,STR05,74,8658
2025-03-03,SKU013,STR02,108,30996
2025-03-04,SKU019,STR08,160,37760
2025-04-14,SKU020,STR01,117,16965
2025-04-08,SKU016,STR03,185,19425
2025-03-21,SKU016,STR07,143,38896
2025-01-13,SKU005,STR09,197,42749
2025-03-23,SKU015,STR02,115,16560
2025-04-24,SKU015,STR02,160,45120
2025-03-16,SKU019,STR03,102,12750
2025-04-20,SKU014,STR06,94,25474
2025-03-29,SKU009,STR01,100,27000
2025-04-29,SKU019,STR02,125,35250
2025-04-02,SKU001,STR03,77,17094
2025-02-21,SKU017,STR05,148,29156
2025-04-09,SKU008,STR06,126,28350
2025-03-28,SKU016,STR03,95,16245
2025-04-18,SKU008,STR05,114,26562
2025-01-23,SKU019,STR07,156,39000
2025-04-06,SKU013,STR02,136,33728
2025-02-26,SKU007,STR07,140,20160
2025-02-13,SKU018,STR08,164,23944
2025-02-09,SKU019,STR10,184,27416
2025-02-17,SKU020,STR06,140,33040
2025-04-27,SKU013,STR09,80,9600
2025-03-31,SKU008,STR01,136,33592
2025-04-11,SKU017,STR09,74,11618
2025-04-24,SKU009,STR06,124,16988
2025-01-06,SKU013,STR02,52,11232
2025-04-09,SKU001,STR08,68,16660
2025-03-05,SKU017,STR04,174,32538
2025-04-19,SKU003,STR01,175,32900
2025-01-16,SKU002,STR03,74,8510
2025-02-23,SKU019,STR09,178,25098
2025-01-19,SKU001,STR02,129,26187
2025-02-24,SKU018,STR02,138,30912
2025-02-14,SKU006,STR05,171,28899
2025-04-06,SKU009,STR07,80,8720
2025-01-30,SKU020,STR02,137,30688
2025-03-14,SKU015,STR04,58,12064
2025-01-09,SKU004,STR01,65,15730
2025-04-09,SKU020,STR05,54,6426
2025-03-20,SKU018,STR02,142,15904
2025-01-04,SKU010,STR10,144,29376
2025-01-08,SKU003,STR09,166,18260
2025-04-09,SKU005,STR10,190,49970
2025-04-30,SKU013,STR05,123,21156
2025-02-21,SKU007,STR02,105,16695
2025-01-23,SKU007,STR08,113,20792
2025-01-23,SKU014,STR10,138,17940
2025-02-19,SKU020,STR07,179,45108
2025-01-13,SKU007,STR10,168,28392
2025-03-08,SKU003,STR02,124,26908
2025-03-25,SKU005,STR03,108,30996
2025-03-24,SKU015,STR08,154,25718
2025-01-15,SKU012,STR07,84,23688
2025-01-14,SKU017,STR03,151,30049
2025-01-07,SKU019,STR01,193,40530
2025-04-28,SKU008,STR03,121,21659
2025-04-26,SKU019,STR10,66,19140
2025-02-14,SKU013,STR07,59,7847
2025-02-05,SKU006,STR08,195,45435
2025-01-29,SKU017,STR08,124,15500
2025-04-25,SKU002,STR03,124,32860
2025-03-02,SKU014,STR03,139,38225
2025-01-21,SKU007,STR08,69,14559
2025-04-06,SKU007,STR09,158,36024
2025-01-29,SKU008,STR08,84,18648
2025-01-03,SKU013,STR08,56,7056
2025-01-01,SKU016,STR06,136,19040
2025-03-16,SKU010,STR05,112,29568
2025-04-15,SKU017,STR03,182,26754
2025-04-06,SKU003,STR04,148,31820
2025-01-14,SKU016,STR01,173,21279
2025-04-26,SKU018,STR02,128,22784
2025-03-11,SKU015,STR02,85,9095
2025-03-20,SKU003,STR09,147,28665
2025-03-02,SKU020,STR01,62,6200
2025-02-03,SKU015,STR09,142,27974
2025-03-23,SKU007,STR07,87,9831
2025-01-08,SKU002,STR01,150,28200
2025-02-25,SKU020,STR05,71,9514
2025-04-11,SKU016,STR02,171,38817
2025-04-23,SKU011,STR01,129,36765
2025-04-29,SKU002,STR04,134,35644
2025-04-08,SKU006,STR01,118,19824
2025-01-20,SKU016,STR03,154,40656
2025-04-14,SKU009,STR05,115,12420
2025-04-17,SKU004,STR06,113,13673
2025-02-03,SKU006,STR01,67,11390
2025-03-06,SKU001,STR01,181,18643
2025-03-23,SKU011,STR01,77,15785
2025-04-15,SKU004,STR06,111,14763
2025-03-28,SKU018,STR10,105,22260
2025-01-13,SKU018,STR06,162,43740
2025-02-08,SKU010,STR01,128,31360
2025-01-23,SKU019,STR10,147,23079
2025-03-09,SKU003,STR07,195,39975
2025-01-07,SKU008,STR06,117,17316
2025-02-21,SKU018,STR05,127,13716
2025-02-16,SKU012,STR10,177,21063
2025-03-29,SKU006,STR08,114,32034
2025-04-23,SKU017,STR08,177,48498
2025-03-12,SKU019,STR06,112,31808
2025-02-24,SKU003,STR06,175,44800
2025-04-25,SKU009,STR10,147,42924
2025-01-31,SKU016,STR02,171,19836
2025-02-07,SKU014,STR07,159,44997
2025-01-22,SKU003,STR08,168,41328
